120.539677 1.003916 0.000120
120.560112 1.004175 0.000120
120.580547 1.004839 0.000120
120.600981 1.005284 0.000121
120.621416 1.005380 0.000120
120.641850 1.005445 0.000121
120.662285 1.005907 0.000120
120.682720 1.006240 0.000120
120.703154 1.006359 0.000121
120.723589 1.006275 0.000120
120.744023 1.006562 0.000120
120.764458 1.006956 0.000120
120.784892 1.006735 0.000120
120.805327 1.007345 0.000120
120.825762 1.007623 0.000120
120.846196 1.007293 0.000120
120.866631 1.007160 0.000120
120.887065 1.007063 0.000120
120.907500 1.007124 0.000120
120.927934 1.006824 0.000120
120.948369 1.006555 0.000120
120.968804 1.006424 0.000120
120.989238 1.006364 0.000120
121.009673 1.006067 0.000120
121.030107 1.006122 0.000120
121.050542 1.005697 0.000120
121.070977 1.005654 0.000120
121.091411 1.005331 0.000120
121.111846 1.005184 0.000120
121.132280 1.005052 0.000120
121.152715 1.004879 0.000120
121.173149 1.004532 0.000120
121.193584 1.004465 0.000120
121.214019 1.004171 0.000120
121.234453 1.003824 0.000120
121.254888 1.003678 0.000120
121.275322 1.003453 0.000120
121.295757 1.003129 0.000120
121.316192 1.003535 0.000121
121.336626 1.003204 0.000120
121.357061 1.003386 0.000121
121.377495 1.002945 0.000120
121.397930 1.002679 0.000121
121.418364 1.002811 0.000121
121.438799 1.002553 0.000121
121.459234 1.002483 0.000121
121.479668 1.002817 0.000121
121.500103 1.002140 0.000121
121.520537 1.002357 0.000121
121.540972 1.002187 0.000121
121.561406 1.002387 0.000121
121.581841 1.002376 0.000121
121.602276 1.002291 0.000121
121.622710 1.002359 0.000121
121.643145 1.002369 0.000121
121.663579 1.002356 0.000121
121.684014 1.002576 0.000121
121.704448 1.002704 0.000121
121.724883 1.002627 0.000121
121.745318 1.002702 0.000121
121.765752 1.002837 0.000121
121.786187 1.002950 0.000121
121.806621 1.003197 0.000121
121.827056 1.003331 0.000121
121.847490 1.003740 0.000121
121.867925 1.003911 0.000121
121.888360 1.004010 0.000121
121.908794 1.004245 0.000121
121.929229 1.004331 0.000121
121.949663 1.004478 0.000121
121.970098 1.004748 0.000121
121.990533 1.004762 0.000121
122.010967 1.004940 0.000121
122.031402 1.004878 0.000121
122.051836 1.005147 0.000121
122.072271 1.005461 0.000121
122.092705 1.005401 0.000121
122.113140 1.005428 0.000121
122.133575 1.005543 0.000121
122.154009 1.005501 0.000121
122.174444 1.005911 0.000121
122.194878 1.005555 0.000121
122.215313 1.005771 0.000121
122.235747 1.005800 0.000121
122.256182 1.005552 0.000121
122.276617 1.005607 0.000121
122.297051 1.005226 0.000121
122.317486 1.005327 0.000121
122.337920 1.005206 0.000121
122.358355 1.004874 0.000121
122.378789 1.004660 0.000121
122.399224 1.004573 0.000121
122.419659 1.004273 0.000121
122.440093 1.003840 0.000121
122.460528 1.003912 0.000121
122.480962 1.003615 0.000121
122.501397 1.003376 0.000120
122.521831 1.003015 0.000121
122.542266 1.002602 0.000121
122.562701 1.002571 0.000121
122.583135 1.001963 0.000121
122.603570 1.001852 0.000121
122.624004 1.001471 0.000121
122.644439 1.001003 0.000121
122.664873 1.000773 0.000121
122.685308 1.000286 0.000121
122.705743 1.000082 0.000121
122.726177 0.999493 0.000121
122.746612 0.999088 0.000121
122.767046 0.998941 0.000121
122.787481 0.998731 0.000121
122.807915 0.998231 0.000121
122.828350 0.998338 0.000120
122.848785 0.997802 0.000121
122.869219 0.997591 0.000121
122.889654 0.997376 0.000120
122.910088 0.997050 0.000121
122.930523 0.996871 0.000120
122.950957 0.996515 0.000120
122.971392 0.996392 0.000121
122.991827 0.996177 0.000120
123.012261 0.996023 0.000121
123.032696 0.995980 0.000120
123.053130 0.995752 0.000121
123.073565 0.996915 0.000121
123.093999 0.996244 0.000121
123.114434 0.996283 0.000121
123.134869 0.995399 0.000121
123.155303 0.995308 0.000120
123.175738 0.995570 0.000121
123.196172 0.995419 0.000120
123.216607 0.995238 0.000121
123.237041 0.995052 0.000121
123.257476 0.994724 0.000120
123.277911 0.994884 0.000121
123.318780 0.995053 0.000121
123.339214 0.995181 0.000121
123.359649 0.995529 0.000121
123.380083 0.995455 0.000121
123.400518 0.995538 0.000121
123.420953 0.995867 0.000121
123.441387 0.995837 0.000121
123.461822 0.996395 0.000121
123.482256 0.996668 0.000121
123.502691 0.996895 0.000121
123.523125 0.997186 0.000121
123.543560 0.997599 0.000121
123.563995 0.998004 0.000121
